id_user;id_session;event_type;id_game;send_time;item_name;position_x;position_y;
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;StartSession;-1307171739;1719401853
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;StartGame;-1307171739;1719401856
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;GetItem;-1307171739;1719401869;TotemAnkylo;20,98;0,7200009
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;GetItem;-1307171739;1719401894;TotemTrice;55,8372;31,84418
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401899;TotemAnkylo
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401905;TotemAnkylo
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401909;TotemAnkylo
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401912;TotemAnkylo
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401915;TotemAnkylo
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401919;TotemAnkylo
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401922;TotemTrice
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401926;TotemTrice
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;GetItem;-1307171739;1719401927;PlantaVerde;20,90001;30,53997
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401929;PlantaVerde
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401935;TotemAnkylo
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401941;TotemTrice
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;GetItem;-1307171739;1719401941;PlantaVerde;-3,70616;32,14767
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401949;TotemAnkylo
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401952;TotemAnkylo
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401957;TotemAnkylo
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401958;TotemTrice
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401963;TotemAnkylo
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401965;TotemTrice
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401967;TotemAnkylo
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401969;TotemTrice
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401970;TotemAnkylo
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401971;TotemTrice
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401973;TotemTrice
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401973;TotemAnkylo
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401975;TotemTrice
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;UseItem;-1307171739;1719401976;TotemAnkylo
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;EndGame;-1307171739;1719401977
6a508c1ada9346d43ae28af6e4d3c663;0e46be9b-937e-48ab-a1a3-676887f896b7;EndSession;-1307171739;1719401979
