id_user;id_session;event_type;id_game;send_time;item_name;position_x;position_y
cc2774f1180903344b63974623b2aed5;de607498-16ce-40f8-91bb-b3b2ea75fa27;StartSession;-1312568714;1719137919;;;
cc2774f1180903344b63974623b2aed5;de607498-16ce-40f8-91bb-b3b2ea75fa27;StartGame;-1312568714;1719137920;;;
cc2774f1180903344b63974623b2aed5;de607498-16ce-40f8-91bb-b3b2ea75fa27;UseItem;-1312568714;1719137930;Lanza;;
cc2774f1180903344b63974623b2aed5;de607498-16ce-40f8-91bb-b3b2ea75fa27;GetItem;-1312568714;1719137931;PlantaVerde;7,247487;11,29214
cc2774f1180903344b63974623b2aed5;de607498-16ce-40f8-91bb-b3b2ea75fa27;GetItem;-1312568714;1719137931;Lanza;5,267488;11,35214
cc2774f1180903344b63974623b2aed5;de607498-16ce-40f8-91bb-b3b2ea75fa27;GetItem;-1312568714;1719137936;TotemAnkylo;19,51506;0,7206647
cc2774f1180903344b63974623b2aed5;de607498-16ce-40f8-91bb-b3b2ea75fa27;GetItem;-1312568714;1719137954;TotemTrice;55,94252;30,86388
cc2774f1180903344b63974623b2aed5;de607498-16ce-40f8-91bb-b3b2ea75fa27;GetItem;-1312568714;1719137964;PlantaVerde;20,68313;31,67515
cc2774f1180903344b63974623b2aed5;de607498-16ce-40f8-91bb-b3b2ea75fa27;GetItem;-1312568714;1719137969;PlantaVerde;-3,698996;31,90826
cc2774f1180903344b63974623b2aed5;de607498-16ce-40f8-91bb-b3b2ea75fa27;UseItem;-1312568714;1719137972;TotemTrice;;
cc2774f1180903344b63974623b2aed5;de607498-16ce-40f8-91bb-b3b2ea75fa27;UseItem;-1312568714;1719137973;PlantaVerde;;
cc2774f1180903344b63974623b2aed5;de607498-16ce-40f8-91bb-b3b2ea75fa27;UseItem;-1312568714;1719137973;PlantaVerde;;
cc2774f1180903344b63974623b2aed5;de607498-16ce-40f8-91bb-b3b2ea75fa27;UseItem;-1312568714;1719137974;PlantaVerde;;
cc2774f1180903344b63974623b2aed5;de607498-16ce-40f8-91bb-b3b2ea75fa27;UseItem;-1312568714;1719137976;Lanza;;
cc2774f1180903344b63974623b2aed5;de607498-16ce-40f8-91bb-b3b2ea75fa27;GetItem;-1312568714;1719137976;Lanza;5,289994;45,86023
cc2774f1180903344b63974623b2aed5;de607498-16ce-40f8-91bb-b3b2ea75fa27;UseItem;-1312568714;1719137978;Lanza;;
cc2774f1180903344b63974623b2aed5;de607498-16ce-40f8-91bb-b3b2ea75fa27;GetItem;-1312568714;1719137979;Lanza;-0,6565497;43,1059
cc2774f1180903344b63974623b2aed5;de607498-16ce-40f8-91bb-b3b2ea75fa27;UseItem;-1312568714;1719137982;Lanza;;
cc2774f1180903344b63974623b2aed5;de607498-16ce-40f8-91bb-b3b2ea75fa27;GetItem;-1312568714;1719137983;Lanza;3,343948;48,22987
cc2774f1180903344b63974623b2aed5;de607498-16ce-40f8-91bb-b3b2ea75fa27;EndGame;-1312568714;1719137984;;;
cc2774f1180903344b63974623b2aed5;de607498-16ce-40f8-91bb-b3b2ea75fa27;EndSession;-1312568714;1719137985;;;
