id_user;id_session;event_type;id_game;send_time;item_name;position_x;position_y;
6a508c1ada9346d43ae28af6e4d3c663;bbcee189-4463-439e-b609-2984b056761b;StartSession;1502051113;1719405774
6a508c1ada9346d43ae28af6e4d3c663;bbcee189-4463-439e-b609-2984b056761b;StartGame;1502051113;1719405776
6a508c1ada9346d43ae28af6e4d3c663;bbcee189-4463-439e-b609-2984b056761b;GetItem;1502051113;1719405789;PlantaVerde;7,246562;12,58649
6a508c1ada9346d43ae28af6e4d3c663;bbcee189-4463-439e-b609-2984b056761b;UseItem;1502051113;1719405794;PlantaVerde
6a508c1ada9346d43ae28af6e4d3c663;bbcee189-4463-439e-b609-2984b056761b;GetItem;1502051113;1719405795;TotemAnkylo;20,12404;0,5465021
6a508c1ada9346d43ae28af6e4d3c663;bbcee189-4463-439e-b609-2984b056761b;GetItem;1502051113;1719405807;PlantaVerde;59,41718;4,299452
6a508c1ada9346d43ae28af6e4d3c663;bbcee189-4463-439e-b609-2984b056761b;GetItem;1502051113;1719405815;TotemTrice;56,16066;31,14635
6a508c1ada9346d43ae28af6e4d3c663;bbcee189-4463-439e-b609-2984b056761b;GetItem;1502051113;1719405821;PlantaVerde;46,98787;25,91523
6a508c1ada9346d43ae28af6e4d3c663;bbcee189-4463-439e-b609-2984b056761b;GetItem;1502051113;1719405829;PlantaVerde;21,78979;30,58752
6a508c1ada9346d43ae28af6e4d3c663;bbcee189-4463-439e-b609-2984b056761b;GetItem;1502051113;1719405835;PlantaVerde;-3,694044;33,08301
6a508c1ada9346d43ae28af6e4d3c663;bbcee189-4463-439e-b609-2984b056761b;UseItem;1502051113;1719405845;Lanza
6a508c1ada9346d43ae28af6e4d3c663;bbcee189-4463-439e-b609-2984b056761b;EndGame;1502051113;1719405852
6a508c1ada9346d43ae28af6e4d3c663;bbcee189-4463-439e-b609-2984b056761b;EndSession;1502051113;1719405853
