id_user;id_session;event_type;id_game;send_time;item_name;position_x;position_y
cc2774f1180903344b63974623b2aed5;6d1a2295-2967-4be0-acd6-ec8adea7499a;StartSession;122995097;1719137500;;;
cc2774f1180903344b63974623b2aed5;6d1a2295-2967-4be0-acd6-ec8adea7499a;StartGame;122995097;1719137501;;;
cc2774f1180903344b63974623b2aed5;6d1a2295-2967-4be0-acd6-ec8adea7499a;GetItem;122995097;1719137507;PlantaVerde;6,939993;10,88
cc2774f1180903344b63974623b2aed5;6d1a2295-2967-4be0-acd6-ec8adea7499a;GetItem;122995097;1719137512;TotemAnkylo;18,52665;0,1424515
cc2774f1180903344b63974623b2aed5;6d1a2295-2967-4be0-acd6-ec8adea7499a;UseItem;122995097;1719137517;Lanza;;
cc2774f1180903344b63974623b2aed5;6d1a2295-2967-4be0-acd6-ec8adea7499a;GetItem;122995097;1719137519;Lanza;42,48333;-4,361129
cc2774f1180903344b63974623b2aed5;6d1a2295-2967-4be0-acd6-ec8adea7499a;GetItem;122995097;1719137524;PlantaVerde;59,40358;4,518864
cc2774f1180903344b63974623b2aed5;6d1a2295-2967-4be0-acd6-ec8adea7499a;GetItem;122995097;1719137536;TotemTrice;56,07714;31,25294
cc2774f1180903344b63974623b2aed5;6d1a2295-2967-4be0-acd6-ec8adea7499a;UseItem;122995097;1719137537;PlantaVerde;;
cc2774f1180903344b63974623b2aed5;6d1a2295-2967-4be0-acd6-ec8adea7499a;GetItem;122995097;1719137540;PlantaVerde;46,51777;25,96496
cc2774f1180903344b63974623b2aed5;6d1a2295-2967-4be0-acd6-ec8adea7499a;GetItem;122995097;1719137556;PlantaVerde;21,79795;31,19313
cc2774f1180903344b63974623b2aed5;6d1a2295-2967-4be0-acd6-ec8adea7499a;UseItem;122995097;1719137557;PlantaVerde;;
cc2774f1180903344b63974623b2aed5;6d1a2295-2967-4be0-acd6-ec8adea7499a;UseItem;122995097;1719137558;PlantaVerde;;
cc2774f1180903344b63974623b2aed5;6d1a2295-2967-4be0-acd6-ec8adea7499a;GetItem;122995097;1719137562;PlantaVerde;-3,712694;32,14219
cc2774f1180903344b63974623b2aed5;6d1a2295-2967-4be0-acd6-ec8adea7499a;UseItem;122995097;1719137566;Lanza;;
cc2774f1180903344b63974623b2aed5;6d1a2295-2967-4be0-acd6-ec8adea7499a;GetItem;122995097;1719137570;Lanza;4,482203;45,06329
cc2774f1180903344b63974623b2aed5;6d1a2295-2967-4be0-acd6-ec8adea7499a;UseItem;122995097;1719137573;PlantaVerde;;
cc2774f1180903344b63974623b2aed5;6d1a2295-2967-4be0-acd6-ec8adea7499a;EndGame;122995097;1719137575;;;
cc2774f1180903344b63974623b2aed5;6d1a2295-2967-4be0-acd6-ec8adea7499a;EndSession;122995097;1719137577;;;
