id_user;id_session;event_type;id_game;send_time;item_name;position_x;position_y;
6a508c1ada9346d43ae28af6e4d3c663;dbfb9685-bdf5-4197-8aa5-105a5b6e8c7b;StartSession;240872317;1719405624
6a508c1ada9346d43ae28af6e4d3c663;dbfb9685-bdf5-4197-8aa5-105a5b6e8c7b;StartGame;240872317;1719405627
6a508c1ada9346d43ae28af6e4d3c663;dbfb9685-bdf5-4197-8aa5-105a5b6e8c7b;GetItem;240872317;1719405641;PlantaVerde;7,263471;12,4083
6a508c1ada9346d43ae28af6e4d3c663;dbfb9685-bdf5-4197-8aa5-105a5b6e8c7b;GetItem;240872317;1719405655;TotemAnkylo;18,52158;0,6069747
6a508c1ada9346d43ae28af6e4d3c663;dbfb9685-bdf5-4197-8aa5-105a5b6e8c7b;GetItem;240872317;1719405678;TotemTrice;55,84336;31,82022
6a508c1ada9346d43ae28af6e4d3c663;dbfb9685-bdf5-4197-8aa5-105a5b6e8c7b;GetItem;240872317;1719405682;PlantaVerde;47,6767;25,9262
6a508c1ada9346d43ae28af6e4d3c663;dbfb9685-bdf5-4197-8aa5-105a5b6e8c7b;GetItem;240872317;1719405690;PlantaVerde;21,17887;30,55583
6a508c1ada9346d43ae28af6e4d3c663;dbfb9685-bdf5-4197-8aa5-105a5b6e8c7b;GetItem;240872317;1719405698;PlantaVerde;-3,709999;33,02
6a508c1ada9346d43ae28af6e4d3c663;dbfb9685-bdf5-4197-8aa5-105a5b6e8c7b;UseItem;240872317;1719405714;Lanza
6a508c1ada9346d43ae28af6e4d3c663;dbfb9685-bdf5-4197-8aa5-105a5b6e8c7b;GetItem;240872317;1719405717;Lanza;6,739883;48,6483
6a508c1ada9346d43ae28af6e4d3c663;dbfb9685-bdf5-4197-8aa5-105a5b6e8c7b;UseItem;240872317;1719405719;Lanza
6a508c1ada9346d43ae28af6e4d3c663;dbfb9685-bdf5-4197-8aa5-105a5b6e8c7b;EndGame;240872317;1719405723
6a508c1ada9346d43ae28af6e4d3c663;dbfb9685-bdf5-4197-8aa5-105a5b6e8c7b;EndSession;240872317;1719405729
